movie_id,content,rating
10214,"Just as awful as I had anticipated. With that said, it's nothing so bad that it offended me - it's simply totally and utterly bad, to the point I kinda find it hard to hate on it because I just don't have any thoughts on it. It is, without question, undoubtedly worse than 1994's <em>'The Mask'</em> in every conceivable way though.

Jamie Kennedy's version of this Dark Horse Comics character is truly dreadful, especially visually, though thankfully the film doesn't actually give that much air time to Kennedy as The Mask; like, he's there but it's predominantly the dog and the son that get much of the screen time alongside Alan Cumming's Loki - to slightly better effect too, the way the kid is animated kinda nearly works... it doesn't, but almost.

Ryan Reynolds, <a href=""https://youtu.be/X4ctYxLoXdo?t=406"" rel=""nofollow"">according</a> to Kennedy himself, possibly wanted this role. It's lucky Reynolds didn't get his way, or he'd be stuck with a green ghoul in his past. <a href=""https://letterboxd.com/film/green-lantern/"" rel=""nofollow"">Oh, wait!</a>

4/10 is probably generous on my part, though there are far worse films out there that actually annoy me - <em>'Son of the Mask'</em> honestly doesn't. It kinda just exists and I'm almost nonplussed about it.",4.0
10214,"**A film made to make money off the success of its predecessor, but which has nothing to do with it.**

Anyone who saw the movie “The Mask” with Jim Carey, from 1994, cannot remain indifferent. It's one of those family comedies that marked the 90's and that strongly contributed to the meteoric rise of the comic actor's career. It was a film that, in my opinion, did not need a sequel, but that, if it came to exist, would have to have the same crew and a similar cast (that is, keeping, at least, Carey and some other actors). Unfortunately, this movie does everything it shouldn't have done.

In fact, any comparison between the first movie and this crap is pointless. It is not the first time that I see that there are sequels made to profit from great successes and that have virtually no connection with the preceding films. This is just one more example. Jim Carey was right not to want to associate himself with a project that failed at the outset, not least because most of the cast that associated with the film did not manage to take advantage of it beyond the financial inflow.

The film is clearly expensive and stupid. It had a high budget, which was invested in a range of CGI assets and massive and sometimes impressive visual effects, but everything else is lacking. And the film's biggest flaw couldn't be any other: the script is so amateurish and idiotic that it seems to have been written by ten-year-old children. Ideas are bad, there are a number of situations in which we feel that the public is being mocked, and our intelligence is being mocked too.

Another problem with this film is the total lack of humor. The movie was supposed to be funny and make us laugh, but we couldn't find anything funny. Much of what is shown was already done – and better – in the first film, and what has been introduced as new is a series of scatological or gross jokes that, I think, could have been cut. Even children's audiences might not be very interested in seeing this, if you think about it.

The cast does what they can, but they can't do much. Deep down, the actors end up being the least to blame for the fact that the film is rubbish. Alan Cumming turns out to be the best actor present and is the only one worth seeing work. He's an effective villain and his comedic streak is interesting, but totally wasted here. Bob Hoskins makes an appearance, but it is innocuous and adds nothing to the film. Jamie Kennedy is bad, he does a bad job, and surely he must be sorry he got into this movie. The rest is basically a bunch of extras, even when they have to talk.",1.0
10215,Well made romance-drama featuring nice performances from Gwyneth Paltrow and John Hannah. I've seen this a few times over the years and still holds up (outside of the dated technological items). Also was an interesting concept which kudos to Peter Hewitt pulled off. **3.75/5**,8.0
10216,"It's got shades of the ""Quatermass Xperiment"" (1955) to it, this, as we discover that heartthrob astronaut ""Patrick"" (Justin Lazard) - who just happens to be the son of an hard-nosed US senator (James Cromwell) - returns to Earth after a mission. Now unlike with the first of these not-so-classic sci-fi films, this time it's the man who needs to breed and boy does he have a go. No woman is safe - but none of them are ""Eve"" (Natasha Henstridge). She is the woman of his dreams but is secure in a facility managed by ""Laura"" (Marg Helgenberger). Well, predictably, it turns out that this place isn't that impenetrable after all and soon it falls to ""Lennox"" (Michael Madsen) to ride to the rescue before their copulation becomes a cosmic event. The whole film is just poor. The writing and the acting completely lack originality or vitality and the special effects are straight out of an episode of the contemporary ""Stargate-SG1"". The ending is actually quite funny and so obviously designed to tee up a trequal - can't wait for that. Can it be worse? I wouldn't bet against it!",4.0
10218,"**A film about characters and dialogue, made by men and for (some) men.**

Watching films with a lot of dialogue allows us, sometimes, to find some very good works in terms of the construction of lines and development of characters. In these films, these elements become the essence that justifies their existence. And we can think of several examples, such as “Before Sunrise”. This film isn't bad either, but it targets a niche audience that I don't find myself in: single men, somewhat bitter and dissatisfied, misogynists and womanizers. I am single, and I feel peacefully satisfied, without a hint of misogyny and never closing doors to love, but also without any despair. And in fact, I haven't set foot in a bar since my college days. As you can see, I'm not the kind of man who could identify with these characters.

The plot revolves around three friends, aspiring actors, who seek to make it in challenging Los Angeles. One of them is depressed due to the end of a long-term relationship, and the other two friends decide to take him to bars, to drink and flirt as much as possible. From drink to drink, from one flirtation to another, the conversation between the various characters reveal a lot about themselves, and the way they see the world. It's not a narrative film, it doesn't have a very solid story, but it has good characters and an excellent collection of dialogues.

Directed by Doug Liman, the film has simple, but effective and credible cinematography, sets and costumes. Being an independent film, made outside the multimillion-dollar studios, the production had several budget problems that forced practical and functional choices. This may have been positive, allowing for greater verisimilitude and the choice of realistic locations and situations. Being a film so focused on the male mentality, and a world of bars and flirting, it is likely that the female audience would prefer to see something else.

Screenwriter and actor John Favreau plays the main character, supported by two longtime friends, Vince Vaughn and Ron Livingstone. Each of them does a good job and explores their character very well, expressing a lot of themselves, which turns these characters into “alter egos” of the actors who play them. This is unusual in cinema, but not unheard of. The film also features the participation of other actors and friends of those involved, in smaller and less well-crafted characters.",6.0
10222,"Just listen. With your mind, your heart, your whole being.

Jean-Claude Van Damme stars as Kurt Sloane, who after witnessing his brother getting crippled in a Muay Thai fight in Thailand, sets about learning the art himself so as to enact revenge on the sinister Tiger Tong Po who illegally put his brother in the wheel chair.

Ah look, I don't see any point in writing about the market that Van Damme movies sit in, I think everyone knows that there isn't going to be great acting in these movies, the plotting will be straight and simple and the resolution will be prescribed to get a whoop and yee-haw response. I would think that as much as some highbrow film fans roll their eyes and look down their noses at these type of action movies, they do at least acknowledge the fighting artistry and choreography on show. They, you hope, stay away and leave the ass kicking fans and nostalgists to wallow in their cheese and beaten body pulp kingdoms. I mean why would an arty film lover seek out an early Van Damme movie anyway?

I love Kickboxer, I really do, when I first caught it on release I could be found trying to do some of those wonderful Van Damme moves, rewatching the key moments over and over again, enjoying immensely the adrenalin rush that comes as we go slow-mo and Jean-Claude goes about dismantling uber bastard villain Tiger Tong Po (Michel Qissi). Now, well over twenty years later, I still get that rush, I can't do the moves, mind, I nearly put my shoulder out just punching the air in triumph as a mullet headed Dennis Alexio sticks his thumb up from his wheelchair, but all the thrills are still there, the skills on show still amazing. Hell, there's even a pet thread of substance, damn those animal threads, that cool dog better not get killed! Grrrrrrrr.

Of course now, viewing with older and wiser eyes, you can see the clunkiness of the script, the lame-brained plotting and excuses for Van Damme to flash the flesh and show his dexterity. There's even one of the worst dance sequences ever put down on film, so bad I can't believe I never laughed out loud at the cinema all those years ago. Yet it's still a wonderful movie, often exhilarating, the thematics of second chances (Haskell V. Anderson III having a great old time of it as Winston Taylor), revenge and different cultures, these impact greatly on the picture. Then there's Dennis Chan as Xian Chow, giving Pat Morita a run for his money as the most fun cinematic Martial Arts trainer, the real location photography in Thailand, the training sequences and of course we get to learn about the ancient sport of Muay Thai. There's a lot of good here to off set the saggy cheese.

There are some truly awful Van Damme movies out there, case in point Cyborg which was released the same year as Kickboxer, and without doubt the quality of Van Damme movies improved in the 90s as his stock began to rise and the budgets went higher. But this is a goody for his fans to lap up, a film to sit alongside Bloodsport as one of the two best action movies from his early body of work. And I love it so. 8/10",8.0
10223,"Do you ever feel evil?

A Simple Plan is directed by Sam Raimi and adapted to screenplay by Scott Smith from his own novel of the same name. It stars Bill Paxton, Billy Bob Thornton, Bridget Fonda, Brent Briscoe, Chelcie Ross and Jack Walsh. Music is by Danny Elfman and cinematography by Alar Kivilo.

The snowy wilds of Midwest America, and two brothers and one friend unearth a crashed plane in the snow that hosts one dead pilot and a duffel bag with over $4 million dollars stashed inside. It's moral quandary time. Keep the money as it's probably drug money anyway, tell the police, or sit on it and wait to see what happens? A decision is made, and it literally turns everyone's life upside down...

Scott B. Smith's novel was perfect for a filmic adaptation, in essence it's classic noir with its small town Americanna setting that houses a moral twist of fate that ultimately sees the town implode from within. How refreshing to find the author adapting his own source material, and not only that, to find that it has also gotten a grade ""A"" production from Raimi and his team.

The story is in all truth simple, it asks the characters, and us, what to do when finding so much cash? Fate meant they found it and fate then dealt its moral card, from the point the decision is made, nothing will ever be the same. The tale spins the three male characters, and one pregnant wife, into a vortex of bad decision making and misery. Enter paranoia, greed, murder, panic and a whole host of other bad things to upset the equilibrium that once dominated their mundane, but safe, lives. 

Director Raimi, who apparently received coaching from his pals Joel and Ethan Coen about how best to work in the snow (the Fargo likeness is well noted by critics), ensures the coldness of the landscape dovetails perfectly with the untangling world of the protagonists. With the frost bitten locale acting as the extra character, and as an accomplice as it happens, Raimi slots in memorable imagery to tickle away at the senses. Animals figure most darkly, with crows and a fox in the hen house beautifully endorsing the themes of decay and the need to kill to survive. While the pacing is sublime, Raimi using a slow dripping tap method that tightens the screws until violence jolts the story, and us, to the precipice.

As a character piece it's superbly mounted, where Raimi is indebted to a four pronged delivery of acting performances of some substance. Thornton was rightly lauded for his turn as the slower brother to Paxton's (excellent) all American nice guy, but Briscoe as the ""town drunk"" best friend and Fonda as the inverted femme fatale wife, also deserve great praise for realisation of characters that bring this Shakespearean neo-noir to vivid life. 

Elswhere the tech credits are thematically notable. Kivilo's photography is in sync with Raimi's ideals about the snowy backdrop playing a key part, and Elfman's score, while not something to interest potential newcomers to his work, works very well as blunderbuss percussion is replaced by appropriate woodwind that flits about the wooded surrounds with foreboding glee.

At the end of the day it comes down to quality of story telling, in that regard A Simple Plan is a first class production. If you haven't seen the film or read the novel, then I certainly would recommend the novel to read first as there are inevitable tone downs in the movie. But that is not detrimental to the film's worth, for the visual version of Smith's novel is engrossing, chilling and poignantly bleak. And away from his Indies, it's still Raimi's most accomplished film so far, and he really should consider doing more neo-noir in the future. 9/10",9.0
10223,"***Bleak crime drama in the wintery Minnesota woods***

Two brothers & a friend from a small town in Minnesota (Bill Paxton, Billy Bob Thornton and Brent Briscoe) happen upon a crashed plane in the woods, which contains over $4 million in cash. They assume it’s drug money and hatch a simple plan to sit on the money until spring when the plane is discovered; if no one legitimately claims it they’ll divvy it up. But things don’t go according to plan due to idiocy, mistrust and greed. Bridget Fonda is on hand as the main protagonist’s wife.

Directed by Sam Raimi before his ultra-success with the Spider-Man trilogy, ""A Simple Plan” (1998) was written by Scott B. Smith based on his page-turning book of the same name (there are enough changes to make both worthwhile). The wintery Minnesota setting is fitting for the bleak psychological drama. Speaking of which, the best thing about this movie is its exploration of human nature and how “the love of money is the root of all kinds of evil,” as the Bible puts it.

The movie effectively shows how basically good and normal people can be corrupted by the temptation of easy wealth; so corrupted that he or she is suddenly willing to murder, lie and connive. The story works so well because of the three well-defined characters. We’ve all met these types in real life: The wholesome, educated man who’s not quite living up to his potential and yet is generally satisfied; the loser, screw-up who’s never been with a girl even though he’s in his 40s; and the annoying redneck hick.

The film runs 2 hours and was shot in Minnesota (Delano, St. Paul & Golden Valley) and Wisconsin (Ashland).

GRADE: A-",8.0
10223,"Yikes, talk about money being the root of all evil! ""Hank"" (Bill Paxton), brother ""Jacob"" (Billy Bob Thornton) and their friend ""Lou"" (Brent Briscoe) are out hunting in the snowy wilderness when they discover the wreck of a plane. The pilot's corpse is still at the controls but they are more interested in the contents of a sports bag. It's got over $4m in it! What to do? Hand it in? Put it back? Keep it? Well the whole story is set against a backdrop of a less attractive American dream with a paucity of opportunity for any of these men. ""Hank"" will soon be a father and ""Jacob"" is determined to reclaim a family farm that was foreclosed upon years earlier. Decision made! Initially they are organised and disciplined. No splashing the cash, taking things responsibly and keeping under the radar - but gradually that disciple starts to crack. Not least because the expecting ""Sarah"" (Bridget Fonda) is conceivably even more determined to use the cash than the men who found it. Pressures begin to build, trusts begin to fray and some newspaper clippings inform them a little more of the likely source of their windfall. With the arrival of the FBI - well things turn sour on just about every level. It's Thornton who takes the plaudits here with an understated effort as probably the most principled of the men but all three work well together, with the increasingly Fonda stoking the fire, and though maybe just a little drastically far-fetched towards the end, this is quite a telling story of just what people might be prepared to do to better their lot. It's setting amidst the cold and darkness coupled with a rather benign small-town mentality (especially amongst local law enforcement) serves the scenario effectively as a sleepy town where nothing much ever happens starts to resemble something from an horror film. It's carefully written with little excess dialogue cluttering up a story of bad choices eliciting even worse ones, and is well worth a couple of hour.",7.0
10225,"Jason 6: Welcome To Camp Blood!

An absolute hoot of a addition to the Friday 13th franchise. As is often the way with the ""Friday"" sequels, you can talk to one horror fan and this is the worst of the bunch, talk to another and it's the best etc etc. There's a more airy touch here and it serves the formula well, which if the series' fans are honest, is a formula that was getting stale quite early in the chain, so any sort of new ideas or direction is most welcome. 

After a glorious James Bond parody opens the credits sequence, accompanied by Harry Manfredini's superbly thunderous musical score, we get long running tormented character Tommy, here played by Thom Matthews, digging up Jason Voorhees' corpse so as to make sure the evil one is dead - oh and to kill him again. Enter a glorious Frankenstein homage (cheeky steal if you like) that sets us up for another round of stalk and dismember as Jason heads back to Camp Crystal Lake, which is now called Camp Forest Green!

The kills are not particularly inventive, but there's a real thud of humour about much of them. From an American Express Card to a bloody smiley face imprint, it's clear the makers have a glint in their eyes. We even get an early appearance from Tony Goldwyn, some four years before Ghost would make him a known name. Adding to the quality score, which BTW rattles around home cinema speakers lie a supernatural entity, is Jon Kranhouse's cinematography, which is gorgeous in colour lens selections. All that and you get an Alice Cooper soundtrack as well. 

From joyful reanimation to a suitably watery finale, this part 6 delivers more than enough to almost make you rush out to rent part 7. Almost... 6.5/10",6.0
10225,"_Jason Lives_ is the _Friday the 13th_ movie that starts injecting comedy into the franchise, which after 5 movies of more or less the same tone, is understandable. Prior entires have still had fun, but _Part VI_ has multiple, actual jokes. This bugs a lot of people, but me? Not so much. It's definitely not the high point of the franchise, but I still would never skip this one during a marathon.

_Final rating:★★½ - Had a lot that appealed to me, didn’t quite work as a whole._",5.0
10225,"***Jason lives again as a horrific zombie, plus Megan (Jennifer Cooke)***

Released in 1986, ""Jason Lives: Friday the 13th Part VI"" is notable for being the premiere of the zombie Jason as his rotting corpse is resurrected in the prologue indirectly through the actions of Tommy Jarvis and a friend who recently got out of a mental institution. This prologue also shows that Tommy didn't murder Pam at the end of Part V and that he was simply experiencing hallucinations from his trauma with the diabolic Voorhees spirit. Another difference with Part VI is that we finally get to see a busload of kids, children, at Crystal Lake, although they changed the name to Forest Green. Tommy runs to the local police to inform them that Jason has been resurrected but the sheriff, of course, doesn't believe him (would you?). His hot daughter, Megan, is attracted to Tommy and, when the bloody body count rises, the sheriff realizes that Jason is indeed alive.

Tommy Jarvis is played by Thom Mathews rather than John Shepherd, who was excellent in Part V. Thom is a worthy replacement, but I prefer Shepherd's brooding charisma.

The film features one of the best Friday girls in Megan, played by Jennifer Cooke, although Pam from the previous film is my favorite. Other than that, though, the females in Part VI are rather weak, although the redhead in the Volkswagen is notable (Nancy McLoughlin). 

The campiness of Part III and Part V returns for this installment, particularly with the goofy paintball warriors and the graveyard caretaker. But “Jason Lives” is noticeably superior to Part III and shares the kinetic vibe of Part V.

As far as locations go, Part VI returns to the East for filming, being shot roughly 40 miles East of Atlanta in Covington & Rutledge .

BOTTOM LINE: You either like the Friday the 13th series or you don't. Part VI is another retread of the same Friday formula with the entertaining spirit of Part V and the distinction of Jason now being totally inhuman, a horrific zombie; not to mention the addition of children at the camp. It also has a better story than parts III and IV with the sheriff and his daughter & Tommy going after Jason, plus Megan is one of the top Friday girls in the series. 

The film runs 91 minutes and the cut version 86 minutes. 

GRADE: B/B-",7.0
10225,"Going through the F13 franchise again, skipping Part V since I just watched an online review (and remembered not caring for it much), and this one was... odd. Went full on with the cheese which makes sense since Jason is brought back to life through the dumb ass decision by Tommy Jarvis to not only dig up the grave but stabbing the corpse with an iron post, he was just asking for trouble (and running into the sheriff's office yelling like a psycho didn't help). I did like the female lead but everyone else, including Thom Matthews, was a bit bland. **2.75/5**",6.0
10229,"This film is unfairly criticized by the critics, as it is truly phenomenal from start to finish, providing everything you could ask for in a movie.

Mandy Moore delivers a stunning and emotionally charged performance that will keep you engaged throughout the entire film. Her portrayal is both captivating and moving, showcasing the depth of her talent.

Personally, this movie ranks among my top 25 films of all time. While there may be some plot holes and issues that some viewers may not appreciate, the music is outstanding and the storyline itself is intriguing.

The cast, including both lead actors and supporting roles, deliver exceptional performances that help drive the narrative forward. Despite any flaws, I believe this movie is unfairly dismissed and deserves more recognition for its quality.",9.0
10236,"***A radical Left-winger falls in love with a more conservative WASP on the verge of WW2 and post-war*** 

A disparate couple meets in college in 1937, New York, and then reignite after the war. Katie (Barbra Streisand) is an uber-Liberal while Hubbell (Robert Redford) is more levelheaded about politics. He becomes a writer in Hollywood during the blacklist investigations of the late 40s wherein Katie’s activism threatens his social life and career. The story closes in 1957.

“The Way We Were” (1973) is a classic drama/romance, much acclaimed in its day. The vibe is similar to “Love Story” (1970) but this has superior characters and a more interesting setting.  

It’s interesting to see how loony Liberals existed way back then in the 30s-40s. The movie works because it wisely makes Katie three-dimensional. Sure, she’s a typical INtolerant, obnoxious Leftie, but she also has a human side, a warm and humble side. Meanwhile Redford is at the top of his game here. Streisand incidentally developed a crush on Redford during shooting, but didn’t share her feelings. He feigned ignorance and used Barbra’s infatuation for the benefit of the movie.

There has been some confusion about the last act. Pay attention to what Hubbell says. What happens has nothing to do with Carol Ann and everything to do with the obvious.    

The film runs 1 hour, 58 minutes, and was shot in Union College in Schenectady, New York; Ballston Spa in upstate New York; New York City; Malibu; and nearby Union Station in Los Angeles. The peripheral cast includes Bradford Dillman, Lois Chiles and James Woods.

GRADE: B",7.0
10237,"The ""anti-Bonnie and Clyde,"" as described by the film's director Leonard Kastle. Who? Yeah, I never heard of him either. He made one movie and it's 1) a classic, 2) part of the Criterion Collection, and 3) one of François Truffaut's favorites. It was also a movie Martin Scorsese started to direct but was let go! So what is it? A low-budget, independent true crime story about a notorious team of con artists and killers. It has gorgeous black and white camerawork and excellent acting. It's creepy and original, and entirely gripping.",8.0
10238,"Though my personal favourite of Bergman's films will always be the first I've seen, for sentimental reasons ('Through a Glass Darkly'), this is outstanding. Essential for all cinephiles. A masterclass of acting, directing and cinematography. A dish to be savoured, exquisitely.",10.0
10238,"Ingmar Bergman's 1972 film <i>Viskningar och rop</i> (Cries and Whispers) was one of the auteur's major achievements of that decade. In a Swedish country house, the dying Agnes (Harriet Andersson) is visited by her two sisters, the sensual and impulsive Karin (Liv Ullmann), and the stern and frigid Maria (Ingrid Thulin). Though ostensibly there to comfort Agnes in her last days, they are essentially just waiting for her to die, as they are too more preoccupied with their unhappy marriages, their mysterious personal feud, and the specifics of dividing up the estate. It falls to Agnes' devoted maid Anna (Kari Sylwan) to provide any human warmth. One of the most emotionally touching aspects of the film is this contrast between the selfless love of a member of a despised underclass and the indifference (or outright disgust) expressed by Agnes' own family.

Bergman had made the transition to colour film with <i>En Pasion</i> of three years earlier, but <i>Viskningar och rop</i> finally exploits its possibilities. Red is ever present on screen, whether in the red wing of the house in which Agnes lies dying, the red transitions between scenes, or the vivid blood that flows in each of the sisters' flashbacks to the decay of their marriages. Sven Nykvist's cinematography is, as always, brilliant. And though one doesn't often think of the makeup artist in a Bergman film, whoever worked on this one deserves praise for making such a glamorous actress as Harriet Andersson (still in her late 30s then and quite glamorous) look convincingly decrepit.

Bergman considered <i>Viskningar och rop</i> one of his two greatest films, along with 1966's <i>Persona</i>. I must say, however, that I have never ranked it so highly. While <i>Viskningar och rop</i> continues to amaze me on every viewing, <i>Viskningar och rop</i> does tend to exhaust its overt symbolism and interpersonal dynamics right away, and I rarely come back to it. Furthermore, I feel Bergman wove too much of this film out of what had become stock gestures for him, such as incestuous siblings, and a man speaking about the need to trust God when he himself has lost faith.",7.0
10238,"There are certainly some very strong performances in this rather downbeat drama from Ingmar Bergman. ""Agnes"" (Harriet Andersson) is bed-ridden, dying of cancer and being tended by her two sisters ""Karin"" (Ingrid Thulin); ""Maria"" (Liv Ullmann) alongside their maid ""Anna"" (Kari Sylwan). The two sisters are pretty taciturn with each other; neither have particularly happy nor fulfilling marriages and the film uses the decline of ""Agnes"" as a conduit to reflect on their past lives, loves and on their own relationships. Thulin is particularly effective here, but the undercurrents of resentment between the siblings and their spouses (and the doctor Erland Josephson) are presented with a bleakness that I found all rather sterile. Watching their strife, I could not say that I was immersed with any feeling of involvement in their scenarios. Certainly the acting is penetrative, the intimate (though sometimes quite clunky) moving photography adds richness to the performances; but I found the story to be devoid of much humanity. Bluntly, I just didn't really care for any but the dedicated servant ""Anna"", who quite possibly loved ""Agnes"" more than the others put together. The last ten minutes are surreal - and they do finally put some bones onto this story, but until then I struggled with this rather angst-ridden tale of middle-class foibles and values. Maybe when it was made 50 years ago, it had potency. Not so much now.",6.0
10242,"Now then, settle down - turn off the phone, grab some Malbec and be prepared for one of the finest examples of character-driven cinema you are ever likely to encounter. Bette Davis is the former, rather petulant, child star ""Baby Jane"" who rather grudgingly looks after her sister - the more critically acclaimed actress ""Blanche"" (Joan Crawford) as their dotage approaches in their Hollywood home. ""Blanche"" is largely confined to a wheelchair, so is entirely dependent on her increasingly alcoholic, flaky and downright nasty sibling. Thing is, though, it's Blanche who has the money - and when she starts to discuss selling their house this riles her sister who soon has some pretty menacing thoughts about thwarting this ""betrayal"". Luckily for ""Blanche"" - their maid ""Elvira"" (Maidie Norman) starts to become aware of this rather menacing change in attitude, and well... Crawford and Davis are very much at the top of their games here, and somehow you can't help but wonder if they were really acting their socks off, or whether there was a serious bit of professional ""loathing"" going on on the set of this deftly directed Robert Aldrich classic. There is a positive sense of venom here from Davis, and her counterpart portrays the traumatised victim with great aplomb. Neither woman is afraid to ditch their more traditional glamour. Davis looks truly demented in her part as the woman with one hand on the bottle and the other on the door handle of the sanatorium - and she excels in the part. It's almost 2¼ hours long and it positively flies by. The pace is perfect, the DeVol score ebbs and flows with the frequently pithy and powerful dialogue and the photography - often tight and intimate makes this a superb example of the ultimate cinema sibling rivalry. Big screen if you can - but either way, this is just about as good as it gets.",8.0
10243,"Absorbing character piece that's acted accordingly.

A transport aeroplane carrying an assortment of men crash lands in the Sahara desert, these men must group together in spite of their varying indifference's and build another plane out of the wreckage.

It perhaps, on the surface, doesn't sound much does it? We as viewers are asked to spend over two hours watching these men interact with each other with differing results. The location stays the same, it is just sand, sun, and men awaiting death. Yet the film is one of the best exponents of the character piece because the characters each have their own personal hang ups. Be it carrying scars from the war, or a class difference of upbringing, or that demon addiction to alcohol, these men have to overcome themselves before they can overcome the biggest hurdle in front of them.

Boasting what reads as a who's who of great character actors, The Flight Of The Phoenix becomes a riveting watch because we feel the stifled nature of their plight, because we are blessed to have these wonderful actors fully realising the great writing from Lukas Heller. It is absorbing, it is very sharp, and fittingly we get a twist that makes the ending even more rewarding.

Highly Recommended. 8/10",8.0
10243,"Jimmy Stewart is ""Towns"" who flies his dilapidated aircraft around the North African oilfields. When once such trip ends in a crash, they find themselves stuck in the desert short of water, and of ideas as to how to get themselves home. Until that is, the rather superior ""Dorfmann"" (Hardy Krüger) concocts a plan to perform industrial surgery on the wreckage and maybe get them airborne again. What now ensues is a tautly directed series of escapades as the personalities of crew and passengers clash; the desert takes it's toll on the sanity of some, the Bedouin on the lives of others - but can they get out? Richard Attenborough is superb, as is the usually reliable Peter Finch and his sergeant Ronald Fraser - but it is the psychological duel between ""Towns"" and ""Dorfmann"" that stands out. Both actors really draw the audience into their predicament, and their characterisations work well to raise the palpable tension before an ending that ties together the surreal with the enjoyable in an innovative and exciting fashion. This is certainly one of Stewart's better performances, and is certainly well worth a watch.",7.0
10246,"_**Horny teens in the Miami area and a redneck bar in the swamp**_

In 1954, several high schoolers in southeast Florida pursue sex while tangling with the owner of a sleazy nightclub in the Everglades and his sheriff brother.

""Porky's"" (1981) is iconic in early 80's cinema, but it's a half good/half bad piece for me. It's too unpleasantly sleazy with corny sex-related jokes and the sexually ""liberated"" tone doesn't fit the mid-50s. I can't believe Susan Clark lowered herself to play the prostitute Cherry Forever; likewise, Kim Cattrall gets stuck with a (supposedly funny) humiliating scene. Furthermore, the young actors are clearly in the 24-30 range, not high schoolers. It would've made more sense to make this about college juniors/seniors.

But there are some good parts, like the 50's southeast Florida setting, the coming-of-age element, a few attractive females and an honest attempt to flesh out these youths with conflicts and so forth.

Unfortunately, the raunchiness leaves the viewer feeling dirty. For a much more palatable movie of this ilk check out the excellent ""Fast Times at Ridgemont High,"" which came out five months later.

The movie runs 1 hour, 34 minutes, and was shot entirely in southeast Florida (Miami, Miami Beach, North Miami, North Miami Beach, Hollywood, Fort Lauderdale and North Bay Village).

GRADE: C/C-",4.0
10246,"Really just a series of high school pranks, but the gags are still funny.",9.0
10249,"Rocketeer is directed by Joe Johnston and co-written by Danny Bilson, Paul De Meo and William Dear. It is based on Dave Stevens' comic book The Rocketeer. It stars Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton and Paul Sorvino. Music is scored by James Horner and cinematography by Hiro Narita.

It took eight years to get to the screen, with many rewrites, changes in personal, changes in setting and etc, the only thing consistent was Disney's inconsistency. Once out the film received generally positive reviews but posted only a small profit, in the wake of a Tim Burton inspired reinvention of the Super Hero genre, Rocketeer fell away into cultdom, sequels planned were shelved and its reputation remains to this day one of being a misfire. Unfair say I! Rocketeer is a lovingly crafted adventure film, nodding towards the serials of the 1930s, it's awash with period Hollywood delights, Art Deco imagery, has a damsel in distress, square jawed heroics, Nazi villains, wonderful effects and a blunderbuss Zeppelin finale. Backed by beautiful smooth tone photography and an evocative heart stirring music score, it's a family friendly blockbuster that ticks all the requisite boxes. The quality of the action sequences still hold up today, and Johnston, who wanted the job big time, directs with a knowing grasp of the setting, and crucially he never once loses a grip on tone and pacing. There's no self parody here, no deep Fruedian dissection of the main character, just a honest to goodness good against bad axis, with a romantic cause deftly wafted over proceedings.

The role of Cliff Secord (Rocketeer) proved hard to cast, where Vincent D'Onofrio turned it down and ""name"" actors such as Dennis Quaid, Emilio Estevez, Kurt Russell and Bill Paxton auditioned for the part. Paxton, it's believed, was very close to getting it as well. Disney wanted an A list man, Johnny Depp and Kevin Costner were mooted, but Johnston had a feel for unknown Billy Campbell and managed to convince nervous Disney heads that he was perfect. Much of the scorn that has flown towards Rocketeer has landed at Campbell's door, again, this is unfair. It's hard to tell if one of those A list actors could have made the character work better, for it helps in this instance to not have a familiar face propelling the adventure. There's an innocence, an awkwardness to Campbell's portrayal that just sits right for a guy stumbling upon a rocket pack and finding himself submerged in a chase and harry battle against bad. He also has the looks, a handsome dude who creates a homespun based chemistry with the sensuous Connelly. It's Dalton's movie, though, he's having a devil of a time as the chief villain. Modeled on Errol Flynn and the spurious notion that he was once a Nazi spy, Dalton has the looks, the gusto, the moustache twirling shiftiness and a voice perfect for such material. A roll call of great character actors fill out the support slots, with Terry O'Quinn, Paul Sorvino and Ed Lauter particularly striking the right chords.

A smashing piece of escapism, no pretensions or ideas above its station. The willingness to tap into the basic premise of a comic book actioner and entertain in grand Hollywood terms, to be applauded. And I do, and I do love it so. 8/10",8.0
10249,"Very much enjoyable, this.

<em>'The Rocketeer'</em> exceeded my expectations in truth, I wasn't expecting much given the opening few minutes. However, thankfully, it ends up producing an entertaining 108 minutes. Cool superhero, great score and a likeable cast list.

The premise is properly bonkers, especially towards the end, but they make it work and deserve credit for doing so. There are numerous recognisable faces onscreen, all of the main talent give good performances.

Billy Campbell plays the lead role, Cliff. I've (relatively) recently become aware of him via television's <em>'Cardinal'</em> - which is outstanding btw, check it out if you can - and loved him in that, he's also very good in this. Jennifer Connelly (Jenny) and Alan Arkin (Peabody) are also involved, as are Paul Sorvino (Eddie) and Timothy Dalton (Neville). I enjoyed Dalton, he portrays his role very well.

The pacing is solid, thanks also to the noteworthy action and James Horner's score. All in all, this is a film I would definitely recommend; it's certainly nearer the top than the bottom of Disney's live-action offerings up until 1991.",8.0
