Movie ID,Movie Title,Rating,Review
521,Dial M for Murder,8.0,"While this is not one of the most popular Alfred Hitchcock films out there, it is still brilliant.

You can immediately recognise this film has Sir Alfred Hitchcock’s signature on it from the way the film is shot and its story is told.

I did not know anything about the film before I started watching it and I am glad I did it. There were plenty of surprises to see me going to the end of the film.

Would I watch it again? Possibly. Would I make my friends watch it? Definitely."
531,The Wrong Trousers,10.0,Fantastic short . It introduced the greatest villain ever with Feather McGraw who rival Darth Vader . The animation is a improvement upon the last short and the finale of this short with the model train chase is the stuff of legend
535,Flashdance,8.0,Entertaining drama with an amazing soundtrack and great performance from Jennifer Beals. Not the strongest story at times but still was enthralled through its reasonable 90-minute running time. **3.75/5**
539,Psycho,7.0,"Required viewing.

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._"
539,Psycho,10.0,"My most favourite film from the master of suspense.

This psychological horror is widely considered to be the first ever slasher film. Powered by great performances from Anthony Perkins & Janet Leigh, and the outstanding score by Bernard Herrmann which adds such great tension throughout the film, it is unarguably the greatest thriller ever made. Only Alfred Hitchcock could make a film so entertaining and so horrifying at the same time.

The climax continues to haunt me forever."
539,Psycho,9.0,"Amazingly, this is my first ever viewing, not sure why I waited so long, but finally got around to it. Great movie in every way from the performance by Anthony Perkins to the atmosphere, enjoyed every bit of this even though I basically knew the entire plot at this point since all iconic scenes and lines have been repeated over the years. Not sure this is my *favorite* Hitchcock movie as I still prefer Rear Window, but obvious why it has held up 60 years later. **4.5/5**"
540,D.E.B.S.,6.0,"If multiverse theory is correct, somewhere there is a reality in which _D.E.B.S._ isn't gay, and that must truly be the darkest timeline.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._"
550,Fight Club,9.0,In my top 5 of all time favourite movies. Great story line and a movie you can watch over and over again.
550,Fight Club,9.0,"I was mostly neutral on this movie until the last third, when things turned psychologically thrilling and gave me American Psycho vibes. The ""His name was Robert Paulson"" scene specifically was where the film turned from 3 starts to 4.5 stars. Would recommend and I intend to return to this in some time as I feel it has higher rewatchability than many films of this style."
550,Fight Club,8.0,"Madness unbounded.  Don't try to make sense of insanity, just ride a wild ride."
551,The Poseidon Adventure,9.0,"Seen this one several times over the years and still is fantastic, from the performances (Hackman and Borgnine especially) to some genuinely emotional scenes to the incredible set designs. Not sure if I place this over The Towering Inferno, but think it might be 1A and 1B amongst disaster films. **4.5/5**"
557,Spider-Man,9.0,Sam Raimi's Spider-Man captures the spirit of the comic book hero and it's still one of my all time favourite superhero movies. It lays out the perfect blueprint for a superhero origin story that I love revisiting every year or so. I've always been able to relate to Peter Parker growing up. Tobey Maguire and Co. delivered a great interpretation of the characters in a way that still can not be matched.
561,Constantine,6.0,"With the announcement that a Constantine sequel was in development, decided to give this another watch (probably last time was when it was released on DVD). While I'm really not that big into the supernatural horror genre and have only basic knowledge of the Hellblazer comic, I still found this one mildly entertaining and for 2004/05, the effects weren't too bad, with the hell sequences looking pretty dang interesting, hopefully gets more exploration in the sequel. And Reeves was decent in the lead. **3.0/5**"
561,Constantine,8.0,"There are hell things on earth and only Keanu Reeves to give them a good kicking! This is a hugely imaginative vision of a movie, not a direct copy of the comic it was spawned from but still a fantastic creation. This movie is one of a kind and well worth your time."
561,Constantine,6.0,Decent movie. Has some pretty crazy possessions going on. The movie does tend to drag on a lot though. Hard to keep interested till the end.
562,Die Hard,8.0,"What can I even say about _Die Hard_? This is one of the most highly praised action movies of all time, and it has **actually earned that praise**.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
563,Starship Troopers,8.0,"A rare example of when a bad adaptation of a book winds up making a good standalone movie. Near Kubrick-ian in its wartime satire, _Starship Troopers_ is, before it is anything else, fun.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
564,The Mummy,7.0,"Trying to cram action, adventure, fantasy, romance, comedy and horror into a single should not have worked, especially not in a Universal Monsters reboot, but 1999's _The Mummy_ is so much damn fun, that they manage to pull it off with aplomb.

_Final rating:★★★½ - I strongly recommend you make the time._"
567,Rear Window,9.0,"Probably have seen this a half dozen times over the years and still is my favorite Hitchcock movie, favorite mind you not best. Simple story and taking place in one location, but good performances from James Stewart and Grace Kelly. **4.5/5**"
567,Rear Window,7.0,I love a good plot twist as much as next person but maybe it was better back then.
571,The Birds,6.0,"Certainly has some creepy imagery and the acting was mostly passable, and I guess it works as a B-movie horror-thriller, but I never really found the birds all that terrifying. Probably the lower end of the Hitchcock movies I've seen. **3.25/5**"
577,To Die For,7.0,"Great performance from Nicole Kidman but this dark comedy didn't always do it for me, though it also could be I'm not the biggest fan of these mockumentary-like style films where actors (in character) talk to the camera. Still well worth watching for a fine cast. **3.75/5**"
578,Jaws,8.0,"Solid shark-thriller that still holds up well with each subsequent viewings. Love the cast especially Robert Shaw and was entertained even during some of the slower moments. Not a favorite of mine or amongst Spielberg's resume, but a lot of fun. **4.25/5**"
578,Jaws,8.0,"I saw this recently on the big screen for the first time since I originally went as a child in 1975 and if anything, it has got better. John Williams' score and Robert Shaw's ""Quint"" combine to far outweigh the ""rubber"" shark scenes. Unlike ""The Meg"" this film conveys a real sense of tension; coupled with some good old-fashioned scariness. It also dips it's toe into the science and behaviour of an apex predator, which we may consider ourselves to be. Take away our technical accoutrement and we are clearly the minnows..."
578,Jaws,10.0,"This is one of my favourite films ever and I've loved it since I was a child, everything from John Williams iconic shark theme to the chilling opening scene. Jaws is nothing short of a cinematic masterpiece."
579,Jaws 2,7.0,"Adequate but still entertaining sequel has some okay practical effects with the shark though still really silly given what happened in the last one nobody in charge would listen to Brody. Nothing overly special and doubt I'd revisit this anytime soon, but an okay sequel. **3.25/5**"
582,The Lives of Others,10.0,"Good guys facing tragic circumstances in an interesting period of history. 

Because you view the main characters lives from the perspective of the morally confused Stasi Officer investigating them, you receive more information than the characters have about their hopeless situation. This makes it all the more tragic to see the suffering they endure. 

Absolutely love this film. The only film so far to make my dad and I cry."
583,Life of Brian,4.0,"This isn't Monty Python's best.
In fact, it's very ordinary humor for the most part.
The story of another man living a life parallel to Jesus could have been much funnier than this. 
However, people who love ""dry humor"" may appreciate this one more. It isn't the slapstick humor that we usually get from Monty Python that leaves a person nearly dying of laughter.
It's very low key humor. The only memorable scene is the suicide squad that comes to save Brian, which lasts a few seconds.
It's not totally boring, but it comes close. 4/10"
584,2 Fast 2 Furious,5.0,"Sadly, this sequel really did miss Vin Diesel. Paul Walker tries, he has a glint in his eye, and Tyrese Gibson gives it all he has as the wise-assed sidekick ""Roman"" but sadly this entire thing resembles an hybrid of ""Starsky & Hutch"" meets ""Miami Vice"". Plenty of squealing rubber, the cars and the people all look great but the thinnest of plots and some seriously woeful dialogue make this better to watch with the sound turned down. Poor stuff."
587,Big Fish,9.0,"First time seeing this since probably 2003 in theaters and it's absolutely heartfelt and charming, probably one of Tim Burton's best films, or at least one of my personal favorites of his. Great performances all around but especially Ewan McGregor and Albert Finney. Really well done. **4.5/5**"
588,Silent Hill,8.0,"Great story, atmospheric, and scary. The ending seems rushed though; once up to the church."
592,The Conversation,8.0,"“The Conversation” is not what you’d expect - but, it must be said, is fantastic and nearly flawless in its own right.

It is more similar to Antonioni’s “Blow” than DePalma’s, and a sense of eeriness flows throughout the work,
bolstered by Gene Hackman’s solemn and brooding performance.

The best thing about this movie though, is the shocking third act, which I wouldn’t dare spoil here. 

Overall, though the second act may be slightly underbaked, “The Conversation”  is a fantastic film and one of Francis Ford Coppola’s best."
595,To Kill a Mockingbird,7.0,"If you like children's story, you would love this movie about how the world is shaped from their eyes.

If you don't ... you may find some entertainment in the picture of Southern US and the racial fight that was taking place at the time ..."
596,The Grapes of Wrath,10.0,"Master piece from John Ford picturing the situation in US during the Great Depression and how an Oklahoma family tries to survive looking for jobs to California.

Everything is perfect: director, performances, script, etc.

A must to be watched."
597,Titanic,7.0,"Titanic was enjoyable initially, but the constant TV reruns got old fast. I don't even own a TV anymore, and I'm in no hurry to watch it again. Still, it's a good movie, deserving of a 7/10 rating."
597,Titanic,8.0,"This film is the perfect example of silly idea, immaculate execution. When you think about it, the film is really just a story about a woman who can't get over an intimate and sad experience with a homeless guy on a boat, but the way it's executed with the incredible performances by DiCaprio and Winslett really made it a legendary film. Reminds me of **_The Princess Bride_**, this film may be ""dumb"" but it's definitely a movie that will be and has been praised for many years."
599,Sunset Boulevard,8.0,"A classic for the must to be seen list.

Gloria Swanson is magnificent."
599,Sunset Boulevard,9.0,"Ace! <em>'Sunset Boulevard'</em> is a splendid flick from 1950.

I will note that I found the middle to be ever so slightly less interesting than the beginning and ending, though even so overall I most definitely enjoyed watching it. Love the dialogue, the score is excellent too. William Holden and Gloria Swanson are tremendous together onscreen, in what is a supremely well told story."
601,E.T. the Extra-Terrestrial,8.0,"Watched with my wife, the 7th grader, and the kindergartner. I only kind of half watched... It's been a long week. I really wanted to check out my youngest's reactions.

Watching this with my 5 y.o. involved answering a lot of questions, but she LOVED it: wide eyed amazement, tears at the appropriate places, and shouts of ""YEAH!!!"" during the bike scenes. 

Some of the animatronics are definitely dated, but it's weird seeing these older movies with kids so used to everything being CGI... Even my 7th grader said that some scenes seemed really realistic, which surprised me."
601,E.T. the Extra-Terrestrial,10.0,"**A RARE MAGICAL GEM**

E.T. The Extraterrestrial is a rare, unique once-in-a-lifetime experience you'll never forget. It will be one of those movies that will stick with you forever. Spielberg's direction, the cinematography, the visual effects, the acting, and last but not least John William's sweeping score when all combined conjure magic and strong feelings deep inside. You won't want to miss this masterpiece. So, watch this movie immediately if you haven't seen it or put this movie in your watchlist and see it ASAP!!!"
602,Independence Day,8.0,Very good movie. Funny as well with plenty of action. As they try to save the world from an alien invasion.
603,The Matrix,9.5,"The Martix is a great example of a movie that will live for ever or a very log time. The story and concept are out of this world. Keanu Reeves plays his role with utter brilliance, the cast was very well put together and the graphics are still to this day amazing. All in all one of the best movies of all time."
603,The Matrix,10.0,"It was around 2001 that I first watched this film and recently giving it another go, ever since, doesn't change the fact for me that this movie is an timeless piece of filmaking. From the characters to the striking and thought-provoking story, it basically has everything to make an action film a 10/10 in a book."
35040,Croc,6.0,"***Decent small budget croc flick made in Thailand***

A 20-foot croc terrorizes Krabi, Thailand, while an egotistical mogul tries to put a private zoo out of business by blaming the croc attacks on smaller crocs from the zoo. Peter Tuinstra plays the protagonist, who runs the croc farm while Sherry Edwards appears as his romantic interest, an agent from the animal welfare department. Michael Madsen shows up in the second half as a formidable croc hunter. 

""Croc"" (2007) is a TV movie that only cost $750,000, but it’s a surprisingly compelling crococator flick, all things considered. The highlight is the unique setting of west coast, Thailand, and life thereof. Sure, some of the acting by Asian unknowns is questionable, but if you roll with it, you’ll get over it. 

Tuinstra makes for a likable protagonist while Madsen does well in what is a cheap gig. The cast of women are interesting, but the filmmakers coulda done better as far as feminine appeal goes.     

The film runs 1 hour, 40 minutes and was shot in Krabi, Thailand.

GRADE: B-/C+"
35054,Whirlwind,1.0,"This is insipid. The actors are stiff, the script sucks, the camera struggles to stay in focus, and there aren't even any steamy sex scenes or nudity to make up for it. This movie's poster is the only pleasure you'll get out of it. Don't bother."
35056,Date Night,7.0,"Good fun; probably better than it should be in truth.

<em>'Date Night'</em> features a nonsensical plot but manages to make it suitably entertaining, helped by the fact that it also has a positively ridiculous cast list - so many familiar faces!

Steve Carell and Tina Fey lead well to hold the film together, while there are roles for Taraji P. Henson, William Fichtner, James Franco, Mila Kunis, Mark Wahlberg, Kristen Wiig and Ray Liotta - that's not even all, as Mark Ruffalo, Gal Gadot and Jon Bernthal - plus yet more others - feature too. Stacked!

At less than 90 minutes, this 2010 flick also doesn't overstay its welcome. A solid film, nothing more or less for me."
35056,Date Night,8.0,Very hilarious movie. I need some date nights like this one. Life is pretty boring. All date nights should be like this one.
35101,The Last Flight of Noah's Ark,6.0,"<em>'The Last Flight of Noah's Ark'</em> is average.

One of the reasons for that is the lacklustre plot, which is one we've practically already seen before from Disney in years prior - like 1960's <em>'Swiss Family Robinson'</em> and 1966's <em>'Lt. Robin Crusoe U.S.N.'</em>. This isn't incredibly similar to those two, but they are certainly in the same ballpark.

The premise doesn't have much about it in terms of action or heart, the ending threatens to finish with a highly meaningful moment but instead bottles it in favour of a more happier conclusion. Elsewhere, you have a forgettable cast. Elliott Gould (Dugan) and Geneviève Bujold (Bernadette) are alright, though they lack the necessary chemistry together.

Close to being a good'un, but just misses out in my books."
35115,"Davy Crockett, King of the Wild Frontier",6.0,"All six foot six inches of Fess Parker epitomises well one of the heroes of the fledging United States in this episodic retelling of his rise from frontiersman battling Indians and unscrupulous settlers through his time in Congress to his final ill-fated stance at the Alamo. I can't vouch, much, for any historical authenticity - it is just a Disney film that celebrates the legend of the man, and his long-time sidekick George Russel (Buddy Ebden) with a catchy theme song and lots of action scenes. It has twinges of a social conscience - using Crockett as a conduit for the principles of fairness, decency and loyalty that underpinned much of he traditions of the ""Founding Fathers"" of the USA back at the start. Parker is a little wooden in the lead, but works well with Ebden to create an enjoyable, at time amusing, action adventure well worth a watch. As ever with films like this, do bear in mind that some of the language and roles are very much of their intended time."
35139,Teenagers from Outer Space,3.0,"Rock Lobster and the Skeleton Crew.

An alien race come to earth with less than honourable motives in their genes...

Gargons Will Rule The Universe!

Ah, well, one needs to have a modicum of interest in the ""Z"" grade sci-fi schlocker craze of the 1950s to even watch this picture. To understand why it exists, with a knowledge of budget restrictions etc, allowances can be made. Yet it's so dreadfully performed and constructed it asks for giant leaps of faith even from the most hardened of cult schlock fans.

In truth there's only enough material here to have filled a half hour Twilight Zone episode, in fact thinking about the acting this would have made a good silent feature. There's some fun in the ray guns used, which reduce living beings to skeletons, and the flying saucer is funky, hell there's even the notion that aliens get horny as well. But come the time when the rock lobster puts in a show, you wont know whether to laugh or cry... 3/10"
35144,The Journey of Natty Gann,9.0,"Wholesome, charming and touching. Great film.

<em>'The Journey of Natty Gann'</em> is an excellent adventure drama. This absolutely flies through its 101 minute run time, that's mostly - though not entirely - thanks to how well paced the film is. It never stays in one spot for too long, which makes it entertaining. It doesn't sacrifice any character development by doing that either.

Meredith Salenger portrays the titular character. She is fantastic, from start-to-finish. A terrific debut! A young John Cusack makes an appearance, he is good in the role of Harry. You also have Ray Wise involved as Sol. All three of those add a lot to the production, credit to 'em. The wolfdog, Jed, is adorable too.

A real sweet, but also fun, film from Disney; it's into my live-action top five from them; of the ones I've watched at this point, up until 1985."
35185,The Smallest Show on Earth,7.0,"What if you were informed that you've just inherited your late uncle's ""fortune"" and then you found out that this ""fortune"" was, in reality, just an old, dilapidated, little movie theater?  I'm assuming you'd be none too happy.  Well, neither were Matt and Jean Spenser in this enjoyable little comedic romp.  But they learn to make the most of the cinema, as well as the delightful assortment of oddball characters that go with it.  Peter Sellers has an interesting turn here as the wacky, behind-the-scenes projectionist, and the whole thing is indeed very amusing.  There's an abundance of unique and entertaining performances in this British-made little oddity that's a sort of tongue-in-cheek tribute to silent films.

Would I recommend?  Yes.  A minor comedy that makes for pleasant viewing."
35188,The Disorderly Orderly,8.0,"This was great fun! I don't care what ANYONE says--I love Jerry Lewis' movies. Sure, some of his mayhem and gags don't work, but enough of them do to make all of his movies enjoyable--at least for this cinephile."
35201,The Holcroft Covenant,6.0,"Decent premise, but it's just a bit of a slow watch for me.

That's despite <em>'The Holcroft Covenant'</em> having moments that either should be or are enjoyable, but in between lies iffy pacing and uninteresting characters. I also found the cinematography lacking, for instance they visit a fair few different countries and yet I never got a feeling for the film's world itself - just scene, cut, scene, cut etc.

Michael Caine is entertaining though, as he always seems to be. I enjoyed his performance, some of his humour early on is good. As for those around Caine, I liked Victoria Tennant, Bernard Hepton and Michael Lonsdale. It is a fairly solid cast, to be honest.

With that said, I finished watching and just felt like it was missing something. 6*."
35253,Madame Tutli-Putli,7.0,"The eponymous lady, weighed down by a mountain of luggage and pestered by a moth is awaiting a train. She boards to find two of the passengers engaging in what I can only describe as the most surreal game of chess - the moves randomly decided by the train's movements over the tracks and the points! Her other fellow passengers are best viewed as an eclectic mix and as she looks around she envisages just what one of them might have done ordinarily, before he behaves quite provocatively towards her. The train stops, all is quiet in this increasingly fantastic world in which she lives. The character (I thought she looked a bit like Isabella Rossellini) dresses twinset and pearls, like something from the 1920. The technology could be from now or even futuristic and gradually her nervousness in traveling transfers to us watching. The standard of character clay animation is impressive and the attention to detail - especially the faces, is at times quite expressive and sinister. Where is she going and who or what is with her? What's with the green mist? What's with the moth? ""Horror Express"" look out...!"
35412,On the Beach,4.0,"Like watching paint dry.

Stanley Kramer and John Paxton adapt from Nevil Shute's novel. Gregory Peck, Ava Gardner, Fred Astaire, Anthony Perkins and Donna Anderson star, with music by Ernest Gold and cinematography by Giuseppe Rotunno.

After a global nuclear war, the inhabitants of Australia realise that the radiation clouds are heading their way. A group of people try to come to terms with this fact.

A well regarded film by the critics, and lauded by the makers at the time as an important and potent piece of cinema, On the Beach is still a film that's not for everyone.

The star appeal holds weight, though much of the narrative is tired and weary, trite and cheesy. In fact Shute himself was less than happy with what Kramer made of his literary source, the director in his element with a message movie.

If it was Kramer's intent to make the viewers also feel like what it's like waiting for death? Then he achieved it, while Gold's overuse of Waltzing Matilda in his musical score also ends up boring the senses. 4/10"
35580,The Bridges at Toko-Ri,8.0,"I thoroughly enjoyed this suspenseful film, well directed by Mark Robson and with a wonderful cast. The scene in which the plane is trying to bomb the bridges amongst enemy fire reminded me of the boat in Apocalypse Now. The acting, particularly by William Holden, Grace Kelly and Mickey Rooney, is marvelous. Definitely an underrated classic."
35611,Assignment: Outer Space,3.0,"This film is quite curious - much of the dialogue appears to be dubbed but only some from Italian, the rest from English. Makes me wonder which market this sci-fi yarn was ever intended for. It also looks pretty colourised, though claims to be in Technicolor - which it certainly isn't. That's about all, sadly, that is of interest in this rather dreary tale of a journalist aboard a spacecraft who has a distinct personality clash with the commander. To make matters worse, another craft with the potential to destroy all living things on Earth has entered the Solar System and our disgruntled rocketeers have to try and disable it. Lots of slow panning shots and smouldering close ups, ropey effects and a mechanical sounding soundtrack (almost bell tolling) fail to get this going. It's just dull."
35663,The Incredible Petrified World,8.0,"This film is one of your typical late 50's B-Movies. The premise is **somewhat** believable, but just not enough. The direction is somewhat decent, but I've seen other, better B-movies.

I found this in Wal-Mart on one of those Mill Creek compilation DVD's."
35664,The Alpha Incident,4.0,"Now yes, this is awful - no budget, poor acting and visual effects from an early 1960's episode of ""Dr. Who"" - but it is not the worst of these beastie from outer space films I've ever seen. The gist - well an organism arrives on Earth, attaches itself to a couple of unsuspecting people who must not sleep if they are to stay alive. Stuffed full of coffee and amphetamines, they must hole up in an office whilst the powers that be work on some sort of salvation. It's a race against time, and yes also against your eyelids starting to send your brain the ""time for bed"" message... Actually, Ralph Meeker is Ok in this, but the slightly claustrophobic environment in which much of it is set merely draws attention to the poor writing and pretty unremarkable supporting cast - except maybe the nice but dim 'Hank"" (George Flower) who truly is as dense as a rock - and the fact that virtually nothing happens at all until the very, very end... Sorry, this is just boring."
35669,The Satanic Rites of Dracula,5.0,"The great grandson of the original ""Van Helsing"" (Peter Cushing) is drafted in by Scotland Yard to investigate a series of deaths that smack of vampirism. The investigation centres around a manor house where the great and the good of London society meet, ostensibly for ordinary gatherings, but we know it is much more sinister (well, in theory, anyway). What's more - this house is built upon an old cemetery, and guess who was buried in it just a few years earlier? This is a sort of 1970s ""Freemasons meet Dracula"" affair, with a lacklustre dialogue and some pretty lame performances all round. It builds predictably to a conflagration that seems a long time coming, and neither Cushing nor the fleeting appearances from Christopher Lee really ignite the film. The score has that early synthesised sound to it, and the photography - though probably quite effective in 1973, now looks dated and juddery. These Hammer films were well past their sell-by dates by now, the gift had long since stopped giving and perhaps because it is in colour, it is not remotely scary. Passable, but only because I like the genre."
35739,Do or Die,4.0,"Pretty much more of the same from Andy Sidaris with T&A and bad acting combined with terrible writing. At least the plot this go around wasn't as over-complicating compared with the others, though still don't understand why these villains (this time played by Pat Morita) don't just target the entire ""Agency"" rather than the two agents. Oh well, at least Roberta Vasquez was easy on the eyes and possessed some on-screen presence compared with the others. **2.25/5**"
35791,Resident Evil: Afterlife,4.0,"As bad as the rest of the saga.

Tons of action and FX with brainless script and plenty of bad actors."
35791,Resident Evil: Afterlife,5.0,"Second time seeing this one, basically feel the same way, not terribly impressive effort, some spotty visual effects, a few silly fun moments however the finale looked like a poor Matrix copycat. But found some parts entertaining enough, just nothing all that memorable. **2.5/5**"
35791,Resident Evil: Afterlife,6.0,Still in the process of bringing the umbrella company down. Alice finds out about a safe haven from her rescuers.
35810,The Amazing Quest of Ernest Bliss,6.0,"This certainly had the potential to be a good film, but somehow it is all just a little too sterile. Cary Grant (""Bliss') is engaging enough as the millionaire who is feeling a bit under the weather. Advised to visit a slightly maverick doctor ""Sir James Alroyd"" (Peter Gawthorne), he is told the best remedy is for him to actually do some hard work for a year - get his body and brain away from his decadent lifestyle. So, off we go on a series of escapades during which he starts to discover just how difficult it is for him to survive, let alone thrive, in these newly hostile environments. Sadly, though - it's just got no oomph. What could have been funny and entertaining scenarios seem to lack something. Grant is fine, but Mary Brian (""Frances"") adds little, indeed she is quite annoying at times and the story is just somewhat undercooked. There are moments of humour, though and there is a modicum of chemistry between the two at the top of the bill, but it's all just a touch underwhelming."
35824,The Navigators,7.0,Movie in the good social tradition of Ken Loach which brings us to the dismantling of the public UK railway system through the decline  in the living standard of the workers for the enriching of the owners of the new private companies in the name of the nonsensical liberal capitalism.
35896,Beyond the Forest,10.0,"Who better than Ms. Davis to impersonate herself?  This is her last film for Warner Brothers so old Harry gave her the screws with this melodramatic pot-boiler which, as it turn out, is an absolute hoot. A plethora of zingers, one-liners and one of the most famous lines in American cinema (""What a dump""), Bette chews up the scenery in her long hair wig and heaving breasts like never before. She's just plain nasty and as Elizabeth Taylor would later describe her to Richard Burton in ""WAOVA"", she's ""discontent"" or she's a housewife...""She buys things"". Well, the only thing BD buys here is a one way ticket to the platform of the local Chicago bound train depot, before applying a slathering of make-up which surely was a try-out for Baby Jane. You must watch this if you love campy, over-the-top emoting by an iconic actress hell-bend on career self-destruction."
35906,The Falklands Play,7.0,"Recently, there have been a spate of singularly poor dramas about historical figures from the British Isles - ""Mary, Queen of Scots"" (2018), ""Robert, the Bruce"" (2019) being two of the least agreeable - but this takes that low benchmark and throws it under the bus (or chariot). Anyone expecting a battle-fest featuring this famously brave and courageous Queen leading loads of people in woad fighting off the fearsome Roman Legions is in for an huge disappointment. You will possibly have seen bloodier battles on a rugby field - indeed, what action there is seemed more about whether our as yet only teenage Boudica was going to be seduced by a deserting Roman legionnaire impersonating, well, who really cares. I'm afraid that this is just dreadful - the sort of film you would be proud of your kids making at college, but deserving of no more than that. The production quality is adequate, and actually the technical aspects - costumes, wattle huts etc., are adequate too - but the acting, dialogue and the whole pace of the thing makes you ever grateful that it's just 80 minutes long... Avoid, you know you want to."
35914,Cry of the Werewolf,5.0,"Nina Foch is quite efficient in this run-of-the-mill drama. She is a gypsy princess ""Celeste"", whom, we learn quite early on, has an interestingly carnivorous diet! Now I suppose what lets this down is that, from a creative perspective, the use of an actual beastie rather than a costume-clad person robs it of something. I could imagine someone like Rudd Weatherwax just out of shot calling the real shots. As it is therefore, it's all a rather formulaic story. The production is eerily photographed but that might have had as much to do with lack of budget as with artistic intent. It's only an hour and there are a few redeeming features to sustain it - some clever use of shadow and the ever reliable Barton McLane as pursuing copper ""Lane"", but for the most part it falls short on the creepy front and is pretty indistinguishable from so many others made during the War."
35915,Crime Unlimited,6.0,"Scotland Yard are being increasingly frustrated after a spate of jewel robberies leaves them baffled. Assistant Commissioner Cecil Parker comes up with a daring plan to plant one of their own in the gang perpetrating these crimes. Esmond Knight (""Borden"") is the man selected, and after faking a crime of his own, seeks to fence the jewels and so manages to ingratiate himself with the gang of the always unseen mastermind. The gang are naturally suspicious of their newest member, but luckily he falls in with Lilli Palmer (""Natasha"") who knows all the secrets and is desperate to quit the gang... Can he identify and capture this enigmatic criminal and ensure both of them survive? It was Palmer's first English-language appearance and though striking, she is little more than competent - the same can be said for Knight and the drama is stodgily paced with little of note happening until quite an enjoyable twenty minutes when it all comes to quite a sinister head. It's fine, this - cheap and cheerful, but just a bit too sluggish."
35945,Howling V: The Rebirth,6.0,"***Ten Little Indians and One Werewolf***

Shot in an actual Hungarian castle, the plot of ""Howling V: The Rebirth"" (1989) is borrowed from ""The Beast Must Die"" (1974) wherein a group of people spend the night in a huge European estate while one of the party, a werewolf, systematically butchers the guests. It's basically a whodunit a la Agatha Christie's ""And Then There Were None."" It's also reminiscent of the underrated ""Devil's Nightmare"" aka ""The Devil Walks at Midnight"" (1971), albeit not as good.

Still, it comes close, and although the werewolf is barely seen I found this a solid low-budget mystery flick with a werewolf. Besides, Elizabeth Shé (Marylou) has an exceptional scene and there's a superb Gothic score. But gorehounds who want to see loads of bloody werewolf action should pass (there's a little, but not enough to appease modern gorehounds).

The film runs 1 hour, 36 minutes.

GRADE: B-"
35977,Pumpkinhead II: Blood Wings,4.0,"Incredibly contrived and overly convenient, with a truly awful title to boot, _Pumpkinhead II: Blood Wings_ is a massive step down from its predecessor. Works only as the sort of thing you have on in the background, only gracing with your attentions for the brief golden moments Pumpkinhead is doing his thing.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._"
35978,Pumpkinhead: Ashes to Ashes,4.0,"Perhaps a better sequel than _Blood Wings_, but still not a good movie. Those who are invested enough in practical effects might enjoy the return of the titular creature itself, but if you're looking for success in plot, acting, direction, etc. then seek it elsewhere.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._"
35979,Pumpkinhead: Blood Feud,2.0,"The ""Well at least Pumpkinhead looked good!"" excuse has officially run out of steam as we hit the fourth entry into the vengeance demon's horror franchise, _Blood Feud_. After some bullshit about how the Hatfields and McCoys actually hate each other because one family didn't give a car to the other(???) the titular Pumpkinhead is summoned because of course he is, to act as secondary antagonist in redneck Romeo and Juliet and- you know what, I'm done? It's the worst of the bunch and that's saying something considering it's coming off of two back-to-back failures in the series before it.

_Final rating:★ - Of no value. Avoid at all costs._"
35980,Quest For The Lost Tribes,10.0,"Well it breaks from Simcha Jacobovici's tradition of taking insane leaps of faith... at least a little.

What it mostly does is follow people as they try to find the lost tribes, and some of it, far more than his other productions, use actual sleuthing and not slight of hand.

And it fails to draw a lot of the insane conclusions that are a trope of his other works.

It's just a shame that this tradition didn't continue to his more popular documentaries."
36006,Ruggles of Red Gap,7.0,"Charles Laughton is superb as a butler who is lost in a poker game by his English aristocrat employer and so has to relocate to ""Red Gap"" to work for a couple nouveau riche Americans at the start of the 1900s. Initially a fish out of water in his new home with his brash, socially aspiring, but unsophisticated new American employers he quickly turns this all to his advantage and what ensues is a delightful, subtle piece of comedy. I'm still searching for a bad Laughton film, this certainly isn't it - well worth 90 minutes of your time."
36049,Rich and Strange,5.0,"A good advertisement for a holiday cruise this definitely isn't: a combination of sea-sickness; decks packed to the gunwales and some overtly snobbish fellow passengers make me realise why I quite like planes! Henry Kendall and Joan Barry come into a windfall inheritance and decide to celebrate by going on such an holiday - and soon discover that it isn't all it is cracked up to be. Using some of Hitchcock's expertly hones silent film skills, we tell the story as our nouveau-riche couple slowly realise that wealth isn't everything as their behaviour and attitudes start to adapt to their new surroundings. Don't look for any traditional suspense or thrills in this; it is a much more pedestrian assessment of shallowness and flummery with some quite poignant observations of a rather pointless existence."
